date,com_count,sub_count,com_body_pos_count,com_body_very_pos_count,com_body_neg_count,com_body_very_neg_count,sub_body_pos_count,sub_body_very_pos_count,sub_body_neg_count,sub_body_very_neg_count,sub_title_pos_count,sub_title_very_pos_count,sub_title_neg_count,sub_title_very_neg_count,avg_clust_coef,avg_degree,num_edges,num_nodes,eth_open,eth_high,eth_low,eth_close,eth_volume,eth_market_cap,com_count_(-1),com_count_(-2),com_count_(-3),com_count_(-4),sub_count_(-1),sub_count_(-2),sub_count_(-3),sub_count_(-4),sub_count_(-5),com_body_pos_count_(-1),com_body_pos_count_(-2),com_body_pos_count_(-3),com_body_pos_count_(-4),com_body_pos_count_(-5),com_body_very_pos_count_(-1),com_body_very_pos_count_(-2),com_body_very_pos_count_(-3),com_body_very_pos_count_(-4),com_body_neg_count_(-1),com_body_neg_count_(-2),com_body_neg_count_(-3),com_body_neg_count_(-4),com_body_neg_count_(-5),com_body_neg_count_(-6),com_body_neg_count_(-7),com_body_neg_count_(-8),com_body_neg_count_(-9),sub_body_pos_count_(-1),sub_body_pos_count_(-2),sub_body_pos_count_(-3),sub_body_pos_count_(-4),sub_body_very_pos_count_(-1),sub_body_very_pos_count_(-2),sub_body_very_pos_count_(-3),sub_body_very_neg_count_(-1),sub_body_very_neg_count_(-2),sub_body_very_neg_count_(-3),sub_body_very_neg_count_(-4),sub_body_very_neg_count_(-5),sub_title_pos_count_(-1),sub_title_pos_count_(-2),sub_title_pos_count_(-3),sub_title_pos_count_(-4),sub_title_pos_count_(-5),sub_title_pos_count_(-6),sub_title_pos_count_(-7),sub_title_pos_count_(-8),sub_title_pos_count_(-9),sub_title_pos_count_(-10),sub_title_pos_count_(-11),sub_title_pos_count_(-12),sub_title_neg_count_(-1),sub_title_neg_count_(-2),sub_title_neg_count_(-3),sub_title_neg_count_(-4),sub_title_very_neg_count_(-1),sub_title_very_neg_count_(-2),sub_title_very_neg_count_(-3),sub_title_very_neg_count_(-4),sub_title_very_neg_count_(-5),sub_title_very_neg_count_(-6),sub_title_very_neg_count_(-7),sub_title_very_neg_count_(-8),sub_title_very_neg_count_(-9),sub_title_very_neg_count_(-10),avg_clust_coef_(-1),avg_clust_coef_(-2),avg_clust_coef_(-3),avg_clust_coef_(-4),avg_degree_(-1),avg_degree_(-2),avg_degree_(-3),avg_degree_(-4),avg_degree_(-5),avg_degree_(-6),avg_degree_(-7),num_edges_(-1),num_edges_(-2),num_edges_(-3),num_edges_(-4),num_nodes_(-1),num_nodes_(-2),num_nodes_(-3),eth_close_(-1),eth_close_(-2),eth_close_(-3),eth_close_(-4),eth_close_(-5),eth_close_(-6),eth_close_(-7),eth_close_(-8),eth_close_(-9),y
11/4/2015,10128.0,793.0,1928.0,839.0,965.0,302.0,103.0,69.0,31.0,9.0,85.0,19.0,38.0,5.0,0.041709548,1.6684,4593.0,2753.0,1.01,1.04,0.725665,0.89905,3060340.0,75232400.0,7662.0,4054.0,2137.0,2414.0,617.0,367.0,185.0,193.0,342.0,1525.0,902.0,475.0,555.0,847.0,610.0,405.0,230.0,272.0,598.0,416.0,244.0,212.0,344.0,373.0,324.0,280.0,296.0,86.0,44.0,25.0,24.0,56.0,28.0,17.0,9.0,7.0,1.0,0.0,4.0,61.0,31.0,15.0,23.0,46.0,57.0,32.0,30.0,39.0,31.0,22.0,29.0,25.0,24.0,7.0,6.0,3.0,4.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,0.0,0.045626716,0.007209042,0.016215022,0.009047053000000001,1.6563,1.3736,1.1295,1.1708,1.3889,1.3241,1.3623,3846.0,2059.0,1108.0,1261.0,2322.0,1499.0,981.0,1.01,0.9897889999999999,1.06,0.9166270000000001,1.04,1.21,1.0,0.869641,0.731317,0
11/5/2015,6520.0,448.0,1337.0,615.0,759.0,287.0,66.0,43.0,16.0,9.0,44.0,7.0,28.0,2.0,0.032015643999999996,1.5111,3060.0,2025.0,0.900699,0.991259,0.860382,0.8956370000000001,1179840.0,67070700.0,10128.0,7662.0,4054.0,2137.0,793.0,617.0,367.0,185.0,193.0,1928.0,1525.0,902.0,475.0,555.0,839.0,610.0,405.0,230.0,965.0,598.0,416.0,244.0,212.0,344.0,373.0,324.0,280.0,103.0,86.0,44.0,25.0,69.0,56.0,28.0,9.0,9.0,7.0,1.0,0.0,85.0,61.0,31.0,15.0,23.0,46.0,57.0,32.0,30.0,39.0,31.0,22.0,38.0,25.0,24.0,7.0,5.0,3.0,4.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,0.041709548,0.045626716,0.007209042,0.016215022,1.6684,1.6563,1.3736,1.1295,1.1708,1.3889,1.3241,4593.0,3846.0,2059.0,1108.0,2753.0,2322.0,1499.0,0.89905,1.01,0.9897889999999999,1.06,0.9166270000000001,1.04,1.21,1.0,0.869641,1
11/6/2015,4680.0,347.0,1042.0,523.0,536.0,172.0,43.0,27.0,13.0,10.0,37.0,10.0,26.0,4.0,0.010867617,1.3149,2138.0,1626.0,0.9047719999999999,0.989848,0.852929,0.926032,913666.0,67397104.0,6520.0,10128.0,7662.0,4054.0,448.0,793.0,617.0,367.0,185.0,1337.0,1928.0,1525.0,902.0,475.0,615.0,839.0,610.0,405.0,759.0,965.0,598.0,416.0,244.0,212.0,344.0,373.0,324.0,66.0,103.0,86.0,44.0,43.0,69.0,56.0,9.0,9.0,9.0,7.0,1.0,44.0,85.0,61.0,31.0,15.0,23.0,46.0,57.0,32.0,30.0,39.0,31.0,28.0,38.0,25.0,24.0,2.0,5.0,3.0,4.0,0.0,2.0,3.0,0.0,0.0,2.0,0.032015643999999996,0.041709548,0.045626716,0.007209042,1.5111,1.6684,1.6563,1.3736,1.1295,1.1708,1.3889,3060.0,4593.0,3846.0,2059.0,2025.0,2753.0,2322.0,0.8956370000000001,0.89905,1.01,0.9897889999999999,1.06,0.9166270000000001,1.04,1.21,1.0,1
11/7/2015,4097.0,312.0,1000.0,461.0,410.0,157.0,52.0,34.0,15.0,7.0,30.0,8.0,18.0,4.0,0.038798352,1.4624,2043.0,1397.0,0.923732,0.943787,0.863539,0.927974,890187.0,68833200.0,4680.0,6520.0,10128.0,7662.0,347.0,448.0,793.0,617.0,367.0,1042.0,1337.0,1928.0,1525.0,902.0,523.0,615.0,839.0,610.0,536.0,759.0,965.0,598.0,416.0,244.0,212.0,344.0,373.0,43.0,66.0,103.0,86.0,27.0,43.0,69.0,10.0,9.0,9.0,9.0,7.0,37.0,44.0,85.0,61.0,31.0,15.0,23.0,46.0,57.0,32.0,30.0,39.0,26.0,28.0,38.0,25.0,4.0,2.0,5.0,3.0,4.0,0.0,2.0,3.0,0.0,0.0,0.010867617,0.032015643999999996,0.041709548,0.045626716,1.3149,1.5111,1.6684,1.6563,1.3736,1.1295,1.1708,2138.0,3060.0,4593.0,3846.0,1626.0,2025.0,2753.0,0.926032,0.8956370000000001,0.89905,1.01,0.9897889999999999,1.06,0.9166270000000001,1.04,1.21,1
11/8/2015,3458.0,328.0,832.0,444.0,357.0,141.0,61.0,44.0,12.0,6.0,40.0,18.0,19.0,5.0,0.017093656999999998,1.3403,1733.0,1293.0,0.9156610000000001,1.03,0.9156610000000001,1.03,1021460.0,68254304.0,4097.0,4680.0,6520.0,10128.0,312.0,347.0,448.0,793.0,617.0,1000.0,1042.0,1337.0,1928.0,1525.0,461.0,523.0,615.0,839.0,410.0,536.0,759.0,965.0,598.0,416.0,244.0,212.0,344.0,52.0,43.0,66.0,103.0,34.0,27.0,43.0,7.0,10.0,9.0,9.0,9.0,30.0,37.0,44.0,85.0,61.0,31.0,15.0,23.0,46.0,57.0,32.0,30.0,18.0,26.0,28.0,38.0,4.0,4.0,2.0,5.0,3.0,4.0,0.0,2.0,3.0,0.0,0.038798352,0.010867617,0.032015643999999996,0.041709548,1.4624,1.3149,1.5111,1.6684,1.6563,1.3736,1.1295,2043.0,2138.0,3060.0,4593.0,1397.0,1626.0,2025.0,0.927974,0.926032,0.8956370000000001,0.89905,1.01,0.9897889999999999,1.06,0.9166270000000001,1.04,0
11/9/2015,3963.0,451.0,932.0,445.0,484.0,222.0,79.0,53.0,13.0,9.0,63.0,16.0,16.0,2.0,0.011030636000000002,1.3172,1989.0,1510.0,1.03,1.11,0.945263,0.9992780000000001,2045290.0,76991800.0,3458.0,4097.0,4680.0,6520.0,328.0,312.0,347.0,448.0,793.0,832.0,1000.0,1042.0,1337.0,1928.0,444.0,461.0,523.0,615.0,357.0,410.0,536.0,759.0,965.0,598.0,416.0,244.0,212.0,61.0,52.0,43.0,66.0,44.0,34.0,27.0,6.0,7.0,10.0,9.0,9.0,40.0,30.0,37.0,44.0,85.0,61.0,31.0,15.0,23.0,46.0,57.0,32.0,19.0,18.0,26.0,28.0,5.0,4.0,4.0,2.0,5.0,3.0,4.0,0.0,2.0,3.0,0.017093656999999998,0.038798352,0.010867617,0.032015643999999996,1.3403,1.4624,1.3149,1.5111,1.6684,1.6563,1.3736,1733.0,2043.0,2138.0,3060.0,1293.0,1397.0,1626.0,1.03,0.927974,0.926032,0.8956370000000001,0.89905,1.01,0.9897889999999999,1.06,0.9166270000000001,0
11/10/2015,4156.0,419.0,915.0,424.0,534.0,225.0,49.0,35.0,11.0,3.0,47.0,8.0,26.0,3.0,0.018533338,1.2748,1939.0,1521.0,1.0,1.05,0.920968,0.934348,854581.0,74685296.0,3963.0,3458.0,4097.0,4680.0,451.0,328.0,312.0,347.0,448.0,932.0,832.0,1000.0,1042.0,1337.0,445.0,444.0,461.0,523.0,484.0,357.0,410.0,536.0,759.0,965.0,598.0,416.0,244.0,79.0,61.0,52.0,43.0,53.0,44.0,34.0,9.0,6.0,7.0,10.0,9.0,63.0,40.0,30.0,37.0,44.0,85.0,61.0,31.0,15.0,23.0,46.0,57.0,16.0,19.0,18.0,26.0,2.0,5.0,4.0,4.0,2.0,5.0,3.0,4.0,0.0,2.0,0.011030636000000002,0.017093656999999998,0.038798352,0.010867617,1.3172,1.3403,1.4624,1.3149,1.5111,1.6684,1.6563,1989.0,1733.0,2043.0,2138.0,1510.0,1293.0,1397.0,0.9992780000000001,1.03,0.927974,0.926032,0.8956370000000001,0.89905,1.01,0.9897889999999999,1.06,0
11/11/2015,4506.0,440.0,981.0,406.0,477.0,182.0,54.0,38.0,15.0,8.0,34.0,7.0,18.0,6.0,0.010436535,1.2673,2029.0,1601.0,0.9412959999999999,0.9452780000000001,0.729775,0.791829,1278580.0,70236200.0,4156.0,3963.0,3458.0,4097.0,419.0,451.0,328.0,312.0,347.0,915.0,932.0,832.0,1000.0,1042.0,424.0,445.0,444.0,461.0,534.0,484.0,357.0,410.0,536.0,759.0,965.0,598.0,416.0,49.0,79.0,61.0,52.0,35.0,53.0,44.0,3.0,9.0,6.0,7.0,10.0,47.0,63.0,40.0,30.0,37.0,44.0,85.0,61.0,31.0,15.0,23.0,46.0,26.0,16.0,19.0,18.0,3.0,2.0,5.0,4.0,4.0,2.0,5.0,3.0,4.0,0.0,0.018533338,0.011030636000000002,0.017093656999999998,0.038798352,1.2748,1.3172,1.3403,1.4624,1.3149,1.5111,1.6684,1939.0,1989.0,1733.0,2043.0,1521.0,1510.0,1293.0,0.934348,0.9992780000000001,1.03,0.927974,0.926032,0.8956370000000001,0.89905,1.01,0.9897889999999999,1
11/12/2015,3838.0,350.0,982.0,486.0,400.0,160.0,50.0,39.0,10.0,7.0,32.0,5.0,21.0,2.0,0.009761971999999999,1.3008,1894.0,1456.0,0.796455,0.913919,0.76351,0.895711,806156.0,59448700.0,4506.0,4156.0,3963.0,3458.0,440.0,419.0,451.0,328.0,312.0,981.0,915.0,932.0,832.0,1000.0,406.0,424.0,445.0,444.0,477.0,534.0,484.0,357.0,410.0,536.0,759.0,965.0,598.0,54.0,49.0,79.0,61.0,38.0,35.0,53.0,8.0,3.0,9.0,6.0,7.0,34.0,47.0,63.0,40.0,30.0,37.0,44.0,85.0,61.0,31.0,15.0,23.0,18.0,26.0,16.0,19.0,6.0,3.0,2.0,5.0,4.0,4.0,2.0,5.0,3.0,4.0,0.010436535,0.018533338,0.011030636000000002,0.017093656999999998,1.2673,1.2748,1.3172,1.3403,1.4624,1.3149,1.5111,2029.0,1939.0,1989.0,1733.0,1601.0,1521.0,1510.0,0.791829,0.934348,0.9992780000000001,1.03,0.927974,0.926032,0.8956370000000001,0.89905,1.01,1
11/13/2015,3280.0,326.0,846.0,443.0,402.0,169.0,49.0,37.0,10.0,7.0,35.0,6.0,11.0,0.0,0.016706845,1.265,1628.0,1287.0,0.9077219999999999,0.917309,0.846023,0.9040959999999999,543671.0,67777000.0,3838.0,4506.0,4156.0,3963.0,350.0,440.0,419.0,451.0,328.0,982.0,981.0,915.0,932.0,832.0,486.0,406.0,424.0,445.0,400.0,477.0,534.0,484.0,357.0,410.0,536.0,759.0,965.0,50.0,54.0,49.0,79.0,39.0,38.0,35.0,7.0,8.0,3.0,9.0,6.0,32.0,34.0,47.0,63.0,40.0,30.0,37.0,44.0,85.0,61.0,31.0,15.0,21.0,18.0,26.0,16.0,2.0,6.0,3.0,2.0,5.0,4.0,4.0,2.0,5.0,3.0,0.009761971999999999,0.010436535,0.018533338,0.011030636000000002,1.3008,1.2673,1.2748,1.3172,1.3403,1.4624,1.3149,1894.0,2029.0,1939.0,1989.0,1456.0,1601.0,1521.0,0.895711,0.791829,0.934348,0.9992780000000001,1.03,0.927974,0.926032,0.8956370000000001,0.89905,0
11/14/2015,2530.0,233.0,554.0,274.0,327.0,116.0,30.0,25.0,9.0,4.0,14.0,5.0,14.0,2.0,0.008537909,1.2587,1304.0,1036.0,0.9054690000000001,0.906113,0.876908,0.888812,372514.0,67631904.0,3280.0,3838.0,4506.0,4156.0,326.0,350.0,440.0,419.0,451.0,846.0,982.0,981.0,915.0,932.0,443.0,486.0,406.0,424.0,402.0,400.0,477.0,534.0,484.0,357.0,410.0,536.0,759.0,49.0,50.0,54.0,49.0,37.0,39.0,38.0,7.0,7.0,8.0,3.0,9.0,35.0,32.0,34.0,47.0,63.0,40.0,30.0,37.0,44.0,85.0,61.0,31.0,11.0,21.0,18.0,26.0,0.0,2.0,6.0,3.0,2.0,5.0,4.0,4.0,2.0,5.0,0.016706845,0.009761971999999999,0.010436535,0.018533338,1.265,1.3008,1.2673,1.2748,1.3172,1.3403,1.4624,1628.0,1894.0,2029.0,1939.0,1287.0,1456.0,1601.0,0.9040959999999999,0.895711,0.791829,0.934348,0.9992780000000001,1.03,0.927974,0.926032,0.8956370000000001,1
11/15/2015,2536.0,229.0,575.0,269.0,322.0,132.0,40.0,24.0,8.0,3.0,23.0,4.0,24.0,7.0,0.01659908,1.2629,1321.0,1046.0,0.891217,0.921516,0.874957,0.9063680000000001,411848.0,66590200.0,2530.0,3280.0,3838.0,4506.0,233.0,326.0,350.0,440.0,419.0,554.0,846.0,982.0,981.0,915.0,274.0,443.0,486.0,406.0,327.0,402.0,400.0,477.0,534.0,484.0,357.0,410.0,536.0,30.0,49.0,50.0,54.0,25.0,37.0,39.0,4.0,7.0,7.0,8.0,3.0,14.0,35.0,32.0,34.0,47.0,63.0,40.0,30.0,37.0,44.0,85.0,61.0,14.0,11.0,21.0,18.0,2.0,0.0,2.0,6.0,3.0,2.0,5.0,4.0,4.0,2.0,0.008537909,0.016706845,0.009761971999999999,0.010436535,1.2587,1.265,1.3008,1.2673,1.2748,1.3172,1.3403,1304.0,1628.0,1894.0,2029.0,1036.0,1287.0,1456.0,0.888812,0.9040959999999999,0.895711,0.791829,0.934348,0.9992780000000001,1.03,0.927974,0.926032,1
11/16/2015,2833.0,309.0,721.0,334.0,327.0,134.0,32.0,19.0,7.0,4.0,29.0,5.0,23.0,7.0,0.013304459,1.301,1530.0,1176.0,0.906166,0.944732,0.891971,0.9289620000000001,620945.0,67730704.0,2536.0,2530.0,3280.0,3838.0,229.0,233.0,326.0,350.0,440.0,575.0,554.0,846.0,982.0,981.0,269.0,274.0,443.0,486.0,322.0,327.0,402.0,400.0,477.0,534.0,484.0,357.0,410.0,40.0,30.0,49.0,50.0,24.0,25.0,37.0,3.0,4.0,7.0,7.0,8.0,23.0,14.0,35.0,32.0,34.0,47.0,63.0,40.0,30.0,37.0,44.0,85.0,24.0,14.0,11.0,21.0,7.0,2.0,0.0,2.0,6.0,3.0,2.0,5.0,4.0,4.0,0.01659908,0.008537909,0.016706845,0.009761971999999999,1.2629,1.2587,1.265,1.3008,1.2673,1.2748,1.3172,1321.0,1304.0,1628.0,1894.0,1046.0,1036.0,1287.0,0.9063680000000001,0.888812,0.9040959999999999,0.895711,0.791829,0.934348,0.9992780000000001,1.03,0.927974,1
11/17/2015,2990.0,319.0,781.0,381.0,336.0,141.0,55.0,42.0,9.0,4.0,28.0,9.0,11.0,0.0,0.012572827,1.271,1557.0,1225.0,0.924948,1.03,0.9057940000000001,1.01,1145440.0,69157904.0,2833.0,2536.0,2530.0,3280.0,309.0,229.0,233.0,326.0,350.0,721.0,575.0,554.0,846.0,982.0,334.0,269.0,274.0,443.0,327.0,322.0,327.0,402.0,400.0,477.0,534.0,484.0,357.0,32.0,40.0,30.0,49.0,19.0,24.0,25.0,4.0,3.0,4.0,7.0,7.0,29.0,23.0,14.0,35.0,32.0,34.0,47.0,63.0,40.0,30.0,37.0,44.0,23.0,24.0,14.0,11.0,7.0,7.0,2.0,0.0,2.0,6.0,3.0,2.0,5.0,4.0,0.013304459,0.01659908,0.008537909,0.016706845,1.301,1.2629,1.2587,1.265,1.3008,1.2673,1.2748,1530.0,1321.0,1304.0,1628.0,1176.0,1046.0,1036.0,0.9289620000000001,0.9063680000000001,0.888812,0.9040959999999999,0.895711,0.791829,0.934348,0.9992780000000001,1.03,0
11/18/2015,2652.0,320.0,690.0,323.0,266.0,94.0,32.0,21.0,10.0,6.0,34.0,4.0,17.0,2.0,0.022221829,1.24,1364.0,1100.0,0.9932139999999999,1.01,0.940516,0.9933190000000001,681104.0,74287696.0,2990.0,2833.0,2536.0,2530.0,319.0,309.0,229.0,233.0,326.0,781.0,721.0,575.0,554.0,846.0,381.0,334.0,269.0,274.0,336.0,327.0,322.0,327.0,402.0,400.0,477.0,534.0,484.0,55.0,32.0,40.0,30.0,42.0,19.0,24.0,4.0,4.0,3.0,4.0,7.0,28.0,29.0,23.0,14.0,35.0,32.0,34.0,47.0,63.0,40.0,30.0,37.0,11.0,23.0,24.0,14.0,0.0,7.0,7.0,2.0,0.0,2.0,6.0,3.0,2.0,5.0,0.012572827,0.013304459,0.01659908,0.008537909,1.271,1.301,1.2629,1.2587,1.265,1.3008,1.2673,1557.0,1530.0,1321.0,1304.0,1225.0,1176.0,1046.0,1.01,0.9289620000000001,0.9063680000000001,0.888812,0.9040959999999999,0.895711,0.791829,0.934348,0.9992780000000001,0
11/19/2015,3285.0,360.0,760.0,367.0,448.0,179.0,35.0,19.0,14.0,8.0,29.0,6.0,33.0,10.0,0.012850681999999999,1.2305,1543.0,1254.0,0.988713,1.01,0.9374979999999999,0.9555319999999999,443528.0,73976096.0,2652.0,2990.0,2833.0,2536.0,320.0,319.0,309.0,229.0,233.0,690.0,781.0,721.0,575.0,554.0,323.0,381.0,334.0,269.0,266.0,336.0,327.0,322.0,327.0,402.0,400.0,477.0,534.0,32.0,55.0,32.0,40.0,21.0,42.0,19.0,6.0,4.0,4.0,3.0,4.0,34.0,28.0,29.0,23.0,14.0,35.0,32.0,34.0,47.0,63.0,40.0,30.0,17.0,11.0,23.0,24.0,2.0,0.0,7.0,7.0,2.0,0.0,2.0,6.0,3.0,2.0,0.022221829,0.012572827,0.013304459,0.01659908,1.24,1.271,1.301,1.2629,1.2587,1.265,1.3008,1364.0,1557.0,1530.0,1321.0,1100.0,1225.0,1176.0,0.9933190000000001,1.01,0.9289620000000001,0.9063680000000001,0.888812,0.9040959999999999,0.895711,0.791829,0.934348,0
11/20/2015,3062.0,283.0,682.0,321.0,433.0,186.0,42.0,30.0,17.0,12.0,30.0,3.0,23.0,7.0,0.008071278000000001,1.2375,1553.0,1255.0,0.955735,0.955735,0.898576,0.9249200000000001,614335.0,71532496.0,3285.0,2652.0,2990.0,2833.0,360.0,320.0,319.0,309.0,229.0,760.0,690.0,781.0,721.0,575.0,367.0,323.0,381.0,334.0,448.0,266.0,336.0,327.0,322.0,327.0,402.0,400.0,477.0,35.0,32.0,55.0,32.0,19.0,21.0,42.0,8.0,6.0,4.0,4.0,3.0,29.0,34.0,28.0,29.0,23.0,14.0,35.0,32.0,34.0,47.0,63.0,40.0,33.0,17.0,11.0,23.0,10.0,2.0,0.0,7.0,7.0,2.0,0.0,2.0,6.0,3.0,0.012850681999999999,0.022221829,0.012572827,0.013304459,1.2305,1.24,1.271,1.301,1.2629,1.2587,1.265,1543.0,1364.0,1557.0,1530.0,1254.0,1100.0,1225.0,0.9555319999999999,0.9933190000000001,1.01,0.9289620000000001,0.9063680000000001,0.888812,0.9040959999999999,0.895711,0.791829,1
11/21/2015,2215.0,187.0,504.0,231.0,269.0,105.0,22.0,15.0,6.0,0.0,14.0,5.0,13.0,1.0,0.007193277,1.2169,1279.0,1051.0,0.928758,0.978743,0.92094,0.97614,455976.0,69535296.0,3062.0,3285.0,2652.0,2990.0,283.0,360.0,320.0,319.0,309.0,682.0,760.0,690.0,781.0,721.0,321.0,367.0,323.0,381.0,433.0,448.0,266.0,336.0,327.0,322.0,327.0,402.0,400.0,42.0,35.0,32.0,55.0,30.0,19.0,21.0,12.0,8.0,6.0,4.0,4.0,30.0,29.0,34.0,28.0,29.0,23.0,14.0,35.0,32.0,34.0,47.0,63.0,23.0,33.0,17.0,11.0,7.0,10.0,2.0,0.0,7.0,7.0,2.0,0.0,2.0,6.0,0.008071278000000001,0.012850681999999999,0.022221829,0.012572827,1.2375,1.2305,1.24,1.271,1.301,1.2629,1.2587,1553.0,1543.0,1364.0,1557.0,1255.0,1254.0,1100.0,0.9249200000000001,0.9555319999999999,0.9933190000000001,1.01,0.9289620000000001,0.9063680000000001,0.888812,0.9040959999999999,0.895711,0
11/22/2015,2246.0,232.0,538.0,271.0,298.0,120.0,29.0,22.0,10.0,4.0,19.0,4.0,12.0,3.0,0.006446814,1.2253,1267.0,1034.0,0.979765,0.984132,0.958982,0.968018,372173.0,73378800.0,2215.0,3062.0,3285.0,2652.0,187.0,283.0,360.0,320.0,319.0,504.0,682.0,760.0,690.0,781.0,231.0,321.0,367.0,323.0,269.0,433.0,448.0,266.0,336.0,327.0,322.0,327.0,402.0,22.0,42.0,35.0,32.0,15.0,30.0,19.0,0.0,12.0,8.0,6.0,4.0,14.0,30.0,29.0,34.0,28.0,29.0,23.0,14.0,35.0,32.0,34.0,47.0,13.0,23.0,33.0,17.0,1.0,7.0,10.0,2.0,0.0,7.0,7.0,2.0,0.0,2.0,0.007193277,0.008071278000000001,0.012850681999999999,0.022221829,1.2169,1.2375,1.2305,1.24,1.271,1.301,1.2629,1279.0,1553.0,1543.0,1364.0,1051.0,1255.0,1254.0,0.97614,0.9249200000000001,0.9555319999999999,0.9933190000000001,1.01,0.9289620000000001,0.9063680000000001,0.888812,0.9040959999999999,0
11/23/2015,2614.0,275.0,702.0,342.0,280.0,111.0,53.0,36.0,10.0,3.0,22.0,2.0,15.0,0.0,0.009054885,1.2732,1482.0,1164.0,0.967493,0.969057,0.9338700000000001,0.9469690000000001,441875.0,72484200.0,2246.0,2215.0,3062.0,3285.0,232.0,187.0,283.0,360.0,320.0,538.0,504.0,682.0,760.0,690.0,271.0,231.0,321.0,367.0,298.0,269.0,433.0,448.0,266.0,336.0,327.0,322.0,327.0,29.0,22.0,42.0,35.0,22.0,15.0,30.0,4.0,0.0,12.0,8.0,6.0,19.0,14.0,30.0,29.0,34.0,28.0,29.0,23.0,14.0,35.0,32.0,34.0,12.0,13.0,23.0,33.0,3.0,1.0,7.0,10.0,2.0,0.0,7.0,7.0,2.0,0.0,0.006446814,0.007193277,0.008071278000000001,0.012850681999999999,1.2253,1.2169,1.2375,1.2305,1.24,1.271,1.301,1267.0,1279.0,1553.0,1543.0,1034.0,1051.0,1255.0,0.968018,0.97614,0.9249200000000001,0.9555319999999999,0.9933190000000001,1.01,0.9289620000000001,0.9063680000000001,0.888812,0
11/24/2015,2486.0,317.0,665.0,343.0,287.0,129.0,36.0,25.0,13.0,3.0,26.0,6.0,12.0,4.0,0.009772233,1.2305,1356.0,1102.0,0.946442,0.948055,0.8959309999999999,0.900191,524195.0,70931104.0,2614.0,2246.0,2215.0,3062.0,275.0,232.0,187.0,283.0,360.0,702.0,538.0,504.0,682.0,760.0,342.0,271.0,231.0,321.0,280.0,298.0,269.0,433.0,448.0,266.0,336.0,327.0,322.0,53.0,29.0,22.0,42.0,36.0,22.0,15.0,3.0,4.0,0.0,12.0,8.0,22.0,19.0,14.0,30.0,29.0,34.0,28.0,29.0,23.0,14.0,35.0,32.0,15.0,12.0,13.0,23.0,0.0,3.0,1.0,7.0,10.0,2.0,0.0,7.0,7.0,2.0,0.009054885,0.006446814,0.007193277,0.008071278000000001,1.2732,1.2253,1.2169,1.2375,1.2305,1.24,1.271,1482.0,1267.0,1279.0,1553.0,1164.0,1034.0,1051.0,0.9469690000000001,0.968018,0.97614,0.9249200000000001,0.9555319999999999,0.9933190000000001,1.01,0.9289620000000001,0.9063680000000001,0
11/25/2015,2702.0,306.0,664.0,335.0,320.0,123.0,26.0,18.0,12.0,6.0,41.0,10.0,21.0,1.0,0.013492593999999998,1.2998,1448.0,1114.0,0.893827,0.899493,0.8511059999999999,0.8635370000000001,622991.0,67010200.0,2486.0,2614.0,2246.0,2215.0,317.0,275.0,232.0,187.0,283.0,665.0,702.0,538.0,504.0,682.0,343.0,342.0,271.0,231.0,287.0,280.0,298.0,269.0,433.0,448.0,266.0,336.0,327.0,36.0,53.0,29.0,22.0,25.0,36.0,22.0,3.0,3.0,4.0,0.0,12.0,26.0,22.0,19.0,14.0,30.0,29.0,34.0,28.0,29.0,23.0,14.0,35.0,12.0,15.0,12.0,13.0,4.0,0.0,3.0,1.0,7.0,10.0,2.0,0.0,7.0,7.0,0.009772233,0.009054885,0.006446814,0.007193277,1.2305,1.2732,1.2253,1.2169,1.2375,1.2305,1.24,1356.0,1482.0,1267.0,1279.0,1102.0,1164.0,1034.0,0.900191,0.9469690000000001,0.968018,0.97614,0.9249200000000001,0.9555319999999999,0.9933190000000001,1.01,0.9289620000000001,1
11/26/2015,2985.0,307.0,726.0,338.0,336.0,145.0,38.0,25.0,9.0,3.0,43.0,12.0,10.0,2.0,0.007026081,1.2338,1462.0,1185.0,0.863273,0.903643,0.8043600000000001,0.8841829999999999,947473.0,64740900.0,2702.0,2486.0,2614.0,2246.0,306.0,317.0,275.0,232.0,187.0,664.0,665.0,702.0,538.0,504.0,335.0,343.0,342.0,271.0,320.0,287.0,280.0,298.0,269.0,433.0,448.0,266.0,336.0,26.0,36.0,53.0,29.0,18.0,25.0,36.0,6.0,3.0,3.0,4.0,0.0,41.0,26.0,22.0,19.0,14.0,30.0,29.0,34.0,28.0,29.0,23.0,14.0,21.0,12.0,15.0,12.0,1.0,4.0,0.0,3.0,1.0,7.0,10.0,2.0,0.0,7.0,0.013492593999999998,0.009772233,0.009054885,0.006446814,1.2998,1.2305,1.2732,1.2253,1.2169,1.2375,1.2305,1448.0,1356.0,1482.0,1267.0,1114.0,1102.0,1164.0,0.8635370000000001,0.900191,0.9469690000000001,0.968018,0.97614,0.9249200000000001,0.9555319999999999,0.9933190000000001,1.01,0
