date,com_count,sub_count,com_body_pos_count,com_body_very_pos_count,com_body_neg_count,com_body_very_neg_count,sub_body_pos_count,sub_body_very_pos_count,sub_body_neg_count,sub_body_very_neg_count,sub_title_pos_count,sub_title_very_pos_count,sub_title_neg_count,sub_title_very_neg_count,sub_title_non_zero_pr,sub_title_top_50_pr,sub_title_top_75_pr,sub_title_pr_4_bins,sub_title_pr_normalized,sub_title_pr_norm_plus_base,sub_title_pos_non_zero_pr,sub_title_pos_top_50_pr,sub_title_pos_top_75_pr,sub_title_pos_pr_4_bins,sub_title_pos_pr_normalized,sub_title_pos_pr_norm_plus_base,sub_title_very_pos_non_zero_pr,sub_title_very_pos_top_50_pr,sub_title_very_pos_top_75_pr,sub_title_very_pos_pr_4_bins,sub_title_very_pos_pr_normalized,sub_title_very_pos_pr_norm_plus_base,sub_title_neg_non_zero_pr,sub_title_neg_top_50_pr,sub_title_neg_top_75_pr,sub_title_neg_pr_4_bins,sub_title_neg_pr_normalized,sub_title_neg_pr_norm_plus_base,sub_title_very_neg_non_zero_pr,sub_title_very_neg_top_50_pr,sub_title_very_neg_top_75_pr,sub_title_very_neg_pr_4_bins,sub_title_very_neg_pr_normalized,sub_title_very_neg_pr_norm_plus_base,sub_title_very_pos_minus_very_neg_non_zero_pr,sub_title_pos_minus_neg_non_zero_pr,sub_title_pos_non_zero_pr_percent,sub_title_very_pos_non_zero_pr_percent,sub_title_neg_non_zero_pr_percent,sub_title_very_neg_non_zero_pr_percent,sub_body_non_zero_pr,sub_body_top_50_pr,sub_body_top_75_pr,sub_body_pr_4_bins,sub_body_pr_normalized,sub_body_pr_norm_plus_base,sub_body_pos_non_zero_pr,sub_body_pos_top_50_pr,sub_body_pos_top_75_pr,sub_body_pos_pr_4_bins,sub_body_pos_pr_normalized,sub_body_pos_pr_norm_plus_base,sub_body_very_pos_non_zero_pr,sub_body_very_pos_top_50_pr,sub_body_very_pos_top_75_pr,sub_body_very_pos_pr_4_bins,sub_body_very_pos_pr_normalized,sub_body_very_pos_pr_norm_plus_base,sub_body_neg_non_zero_pr,sub_body_neg_top_50_pr,sub_body_neg_top_75_pr,sub_body_neg_pr_4_bins,sub_body_neg_pr_normalized,sub_body_neg_pr_norm_plus_base,sub_body_very_neg_non_zero_pr,sub_body_very_neg_top_50_pr,sub_body_very_neg_top_75_pr,sub_body_very_neg_pr_4_bins,sub_body_very_neg_pr_normalized,sub_body_very_neg_pr_norm_plus_base,sub_body_very_pos_minus_very_neg_non_zero_pr,sub_body_pos_minus_neg_non_zero_pr,sub_body_pos_non_zero_pr_percent,sub_body_very_pos_non_zero_pr_percent,sub_body_neg_non_zero_pr_percent,sub_body_very_neg_non_zero_pr_percent,com_body_non_zero_pr,com_body_top_50_pr,com_body_top_75_pr,com_body_pr_4_bins,com_body_pr_normalized,com_body_pr_norm_plus_base,com_body_pos_non_zero_pr,com_body_pos_top_50_pr,com_body_pos_top_75_pr,com_body_pos_pr_4_bins,com_body_pos_pr_normalized,com_body_pos_pr_norm_plus_base,com_body_very_pos_non_zero_pr,com_body_very_pos_top_50_pr,com_body_very_pos_top_75_pr,com_body_very_pos_pr_4_bins,com_body_very_pos_pr_normalized,com_body_very_pos_pr_norm_plus_base,com_body_neg_non_zero_pr,com_body_neg_top_50_pr,com_body_neg_top_75_pr,com_body_neg_pr_4_bins,com_body_neg_pr_normalized,com_body_neg_pr_norm_plus_base,com_body_very_neg_non_zero_pr,com_body_very_neg_top_50_pr,com_body_very_neg_top_75_pr,com_body_very_neg_pr_4_bins,com_body_very_neg_pr_normalized,com_body_very_neg_pr_norm_plus_base,com_body_very_pos_minus_very_neg_non_zero_pr,com_body_pos_minus_neg_non_zero_pr,com_body_pos_non_zero_pr_percent,com_body_very_pos_non_zero_pr_percent,com_body_neg_non_zero_pr_percent,com_body_very_neg_non_zero_pr_percent,avg_clust_coef,avg_degree,num_edges,num_nodes,com_body_pos_percent,com_body_very_pos_percent,com_body_neg_percent,com_body_very_neg_percent,sub_body_pos_percent,sub_body_very_pos_percent,sub_body_neg_percent,sub_body_very_neg_percent,sub_title_pos_percent,sub_title_very_pos_percent,sub_title_neg_percent,sub_title_very_neg_percent,eth_close
8/26/2016,0.974974805,0.383975568,1.034350703,0.697833213,0.627752923,0.224873764,0.380319415,1.103570367,0.046072134,0.787838597,-0.109590184,0.265684466,0.699333629,1.348128897,0.403413868,0.197359356,1.660195772,0.417285314,0.333551273,0.370177091,0.810628895,1.247286472,1.937826724,0.251361348,1.471093058,1.459840371,0.316227766,-1.12117117,0,0.999541179,-0.874773135,-0.681308937,-0.084255777,-0.829599478,1.449137675,1.106797181,0.00044746,0.220344997,-0.193649167,-0.905042056,-0.316227766,1.590990258,-0.612205844,-0.194755116,0.962092914,0.707106781,0.975641224,0.036347867,-0.284316539,-0.185879322,0.403413868,0.197359356,1.660195772,0.417285314,0.333551273,0.370177091,-0.222768031,-0.737864787,2.846049894,0.276432803,2.177769797,1.801684112,0.403064464,-0.400891863,2.846049894,1.002229657,2.35729416,2.161151753,-0.454163923,0.520580174,0,0.046072134,0.019065644,0.032686924,0.145807553,1.585494593,0,0.787838597,0.713984,0.905666116,0.302793645,0.16345073,-0.565456337,-0.017667777,-0.540094735,0.136246438,1.010751198,1.712659095,2.626635159,1.003544648,2.347067065,1.955579744,1.190011004,2.316977755,2.796026511,1.07125951,2.677919726,2.452785246,0.77581818,1.374236002,2.548603748,0.718955945,2.423032648,1.986791178,0.691279342,0.523082129,0.204598302,0.639311731,0.699952961,0.683913216,0.378915991,-0.070256776,-0.348742916,0.226103958,0.038723332,0.122263831,1.082420471,1.386499874,0.327329937,-0.626809335,-0.058158154,-0.218128118,0.510382081,1.488038614,1.318840639,1.127737114,-0.392601959,-0.840629909,-0.087117603,-0.396990382,-0.118419813,0.783989357,-0.082527826,0.743246866,-0.442569616,-0.093008467,0.378547346,1.308476628,11.3
8/27/2016,-0.389588536,-1.036497512,-0.274689892,0.186027346,0.670687334,1.136017951,0.056239017,-0.192415878,-0.184288535,0.96423652,-0.252456687,0.265684466,0.745349681,0,-0.952497654,-0.515950566,0.90070395,-1.090354282,-0.262661164,-0.57039189,0.449056614,1.198756262,2.01246118,-0.170940865,1.839911911,1.778679028,1.903032081,2.016632088,2.846049894,0.817806419,2.684446296,2.667867476,0.758301992,1.739085566,-0.474341649,1.051243655,0.271639733,0.447780429,0,-0.85811633,0,0.191446033,-0.621652411,-0.50023523,1.897366596,-0.06286256,1.903113718,2.359204099,1.138412196,0.458496763,-0.952497654,-0.515950566,0.90070395,-1.090354282,-0.262661164,-0.57039189,-0.25,0.247315686,2.208193697,0.123722209,2.314691258,2.153353749,-0.879674383,-1.01170991,-0.316227766,-0.132553759,-0.429097994,-0.385537026,0.107589789,0.143019388,0,-0.184288535,0.784151401,0.434002618,0.9258201,0.704664263,0,0.96423652,1.514665581,1.483881601,-1.164826654,-0.292344174,0.618371419,-0.291208246,0.598428494,1.60519297,-0.497363806,-0.366736218,0.440235086,-0.430154184,0.053132578,-0.106051414,-0.330433836,-0.255828204,0.205722683,-0.258613438,0.005407242,-0.054222907,0.117824964,1.018957002,1.03919349,0.197871682,0.826094607,0.678552044,0.691466983,0.853537235,1.025405437,0.708403662,1.088037767,0.94729461,1.07123415,1.067571073,1.3585885,1.165978389,1.423963743,1.352938197,-1.042880008,-1.196350725,0.867895375,1.677566238,1.767153624,1.87706795,2.261938987,0.442266125,-0.355421911,-0.646333225,0.725286395,1.566490877,1.626543009,1.81921163,1.783820199,1.387451469,0.23841418,1.58529766,1.003972833,1.086225671,1.395435655,0.330517107,11.15
8/28/2016,-0.820757791,-1.003848635,-0.987186409,-0.742231646,-0.307605596,0.09950707,-1.581849045,-1.322744465,-0.278008736,-0.531688168,0.295598783,-0.217642875,0.551297475,0,-0.99481442,-1.018894287,-1.565587375,-0.925983776,-1.220980504,-1.152818341,-0.503068786,-0.577778412,-0.670820393,-0.170940865,-0.598042475,-0.6128395,-0.639602149,-0.874157276,-0.316227766,-1.604757778,-0.528588687,-0.589505234,0.938102856,0.814821714,-0.316227766,0.428086345,0.266741863,0.321482312,0,-0.707106781,0,-0.380319415,-0.387154581,-0.486859786,0.048100153,-0.858929757,0.477615443,-0.136105051,1.185922821,0.518025564,-0.99481442,-1.018894287,-1.565587375,-0.925983776,-1.220980504,-1.152818341,-1.197875478,-0.953931932,-0.468404724,-1.466146915,-0.789374194,-0.996274906,-1.273948239,-1.11900577,-0.316227766,-1.315912399,-0.989949537,-1.119096837,-0.056796183,-0.424264069,0,-0.278008736,-0.671767151,-0.562936051,-0.412225751,-0.918795977,0,-0.531688168,-0.85840349,-0.831677601,-1.000076217,-0.984798246,-0.22527225,-0.865251529,0.433167913,-0.10249479,-0.891049349,-0.513246778,-0.618520119,-0.824218782,-0.447931707,-0.588719565,-1.026764315,-1.063097066,-0.512642256,-0.970214436,-0.586888633,-0.697214704,-1.052373827,-1.284055418,-0.631072692,-0.751960578,-0.87814362,-0.893407635,-0.404847193,-0.272412267,-1.107823419,-0.297570373,-0.430244811,-0.382713255,-0.049634049,0.14946125,0.123508045,0.125820465,-0.109876184,-0.009197349,-1.663407606,-1.21924984,-0.671561475,-0.677017784,0.547762009,0.699889362,0.270639813,0.692286284,-1.033427759,-1.498675506,-0.575586502,0.279981982,0.616537442,0.804588418,-0.349778698,-0.430831349,0.151695228,-0.248064848,1.757404563,0.790539258,1.142346228,0.351120384,10.93
8/29/2016,1.010103258,0.564061925,1.653588381,1.819792986,1.525838169,1.848345859,1.885932029,0.842340788,1.287592613,0.613853899,1.389207295,-1.060660172,0.84145404,0,0.550436864,-0.402235197,0.0558049,0.57413693,-0.446990031,-0.101087785,0.943617829,0.278077272,0.670820393,1.241684272,0.340489767,0.540538156,-1.543950706,-0.364399349,-0.316227766,-2.105906368,-0.414228678,-0.540921782,0.67457852,-0.66169316,-0.316227766,0.713477241,-0.43301449,-0.211181255,0.135526185,1.161895004,0,0.253546276,0.296372531,0.358593329,-0.837234458,0.616991776,0.744523561,-1.492600871,-0.00265334,0.06683008,0.550436864,-0.402235197,0.0558049,0.57413693,-0.446990031,-0.101087785,2.102337229,0.183941802,-0.468404724,1.819023147,-0.299915576,0.18965936,0.950405829,-0.035136418,-0.316227766,0.76822128,-0.385404355,-0.115537206,0.531688168,0.850265147,0,1.287592613,0.467057319,0.887947023,0.303045763,0.100560228,0,0.613853899,-0.081510743,0.105061753,0.750851789,1.519247829,1.068974956,0.467414837,0.271683413,0.118202895,1.087277052,0.070203336,-0.327247165,1.050222431,0.120557611,0.451199177,1.551454479,0.201246118,-0.597875916,1.64689708,0.012371865,0.430232137,1.758171828,0.539318109,-0.822306841,1.791993577,0.305099126,0.862031576,1.683202798,0.455022297,-0.239680639,1.551221419,0.843841864,1.220495104,1.986851189,0.216228175,-0.348742916,1.869967678,0.688100237,1.349915554,0.722487753,0.847098931,1.98270593,1.92752127,1.262826859,1.703439555,1.446145544,0.992737091,0.570779739,0.359575769,2.248347621,2.018253637,1.137392544,1.539800688,1.386533979,0.220301474,0.735209002,0.285463386,1.142191457,-1.132469748,0.210806906,-0.101055374,10.98
8/30/2016,1.443195462,0.053344801,1.433928286,1.411659495,1.174848526,0.445727937,0.014418745,0.205888404,0.60764362,-0.96061689,-0.152072118,-1.585494593,-0.515808486,0.456832193,0.618458113,-0.02659192,0.547722558,0.215261321,-0.155898874,-0.013880209,-0.026221132,-0.698010061,-0.069006556,0.29943069,-0.719647655,-0.672164036,-0.520580174,0.129099445,0.393919299,-0.741048273,0.194791432,0.13787551,-0.54520428,-0.547722558,1.897366596,-0.368350955,0.0061814,-0.077815956,1.219735669,0.948683298,2.846049894,0.721839755,2.135493749,2.15339877,-0.432901373,0.282040981,-0.656206628,-0.642798717,-0.630923788,1.086528394,0.618458113,-0.02659192,0.547722558,0.215261321,-0.155898874,-0.013880209,0.915139228,-0.444478318,-0.468404724,0.072803526,-0.285935107,-0.243956143,0.4785136,-1.156011953,-0.316227766,0.277908123,-0.801251057,-0.597150321,0.770242522,-0.364399349,0,0.60764362,-0.389340736,-0.031001055,-0.380319415,-0.905042056,0,-0.96061689,-0.698223594,-0.826114742,0.528498198,0.445822781,0.338024491,0.156434119,0.541137827,-0.461049024,1.408731452,0.342468738,-0.52341265,1.465976959,0.3492226,0.813333712,1.280160303,-0.302506289,-0.451177315,1.4575921,-0.13054877,0.324167552,1.052777389,-0.323502388,-0.741362476,1.413754158,-0.130090603,0.490120645,1.074972352,0.040205841,-0.239680639,1.201662652,0.838548873,1.044362436,0.317546964,-0.096868194,0.92989563,0.463622297,0.700995069,0.602591779,1.531813776,1.125338318,-0.517414899,-0.429397682,0.043047597,-0.443130583,-0.013194202,-0.279939045,0.659641997,0.948268216,-0.047143569,0.244003303,0.141667181,-0.343403607,-0.128391057,0.183358797,0.626509292,-0.878890876,-0.228882499,-1.252588232,-0.525105378,0.493587795,11.23
8/31/2016,-0.08047434,1.475862517,-0.401539627,-0.549776643,0.645367646,0.806313224,1.456230902,1.634964833,0,0.494032182,1.057461602,0.866025404,1.29009939,-0.794430823,1.30436237,1.269790334,2.050972741,1.474264318,1.143628679,1.333130438,1.269271336,-0.698010061,-0.670820393,1.786608214,-0.77147377,-0.56904244,0.057842242,-0.516397779,-0.393919299,0.427770443,-0.413110756,-0.372292811,1.630605783,0.90015575,2.572478777,1.099002589,2.033883583,1.986906172,-0.316227766,0.774596669,-0.316227766,-0.707106781,-0.050705959,-0.212923014,0.402240914,-0.151137817,-0.208571498,-0.337691321,0.503164131,-0.643780087,1.30436237,1.269790334,2.050972741,1.474264318,1.143628679,1.333130438,0.424615135,1.154411382,0.135526185,1.532532853,0.18540565,0.562354047,0.367764142,0.376314342,-0.316227766,1.762625688,-0.264813934,0.220622409,-0.601067933,-1.579063844,0,0,-1.283438609,-1.098896273,-0.60764362,-0.905042056,0,0.494032182,-0.895197156,-0.618029353,0.453059773,0.569024205,-0.476647187,-0.32243566,-0.933312863,-0.766727545,-0.266797231,-0.681280464,-0.003141249,-0.138464963,-0.049069306,-0.086897314,-0.454517606,-0.97862138,0.056141671,-0.371994314,-0.200916901,-0.271886029,-0.584973038,-1.474473012,-0.800373375,-0.538528713,-1.038897297,-0.987206858,0.451453814,-0.298153287,1.107823419,0.656600962,0.113576723,0.390727585,0.758060012,-0.182597588,-0.869894487,0.802516781,-0.181394838,0.323848402,-1.629258658,-1.26724315,-0.849784411,-0.85197872,1.009544116,1.065274246,-0.412053903,-0.31122654,-0.024439564,0.082233335,-1.131277943,-1.079661015,1.088047305,0.969803163,-0.12702275,0.098329513,-0.800809558,-0.127877846,-0.297738914,-0.284044277,0.109187835,-0.972613042,11.67
9/1/2016,0.140683941,0.452060443,0.4718311,0.602844568,-0.347774969,0.011056081,-0.798733174,-0.637375136,-1.643167673,-1.590990258,0.536318004,-0.866025404,-0.709254415,-0.656780745,1.042124991,1.288532119,-0.316227766,0.530223725,-1.070179454,-0.561851321,1.537521207,0.615110025,-0.670820393,0.665591075,-0.173296398,-0.09271481,-0.612372436,-0.516397779,-0.393919299,-0.18333019,-0.508792666,-0.508043083,-0.086965655,0.316227766,-0.514495755,-0.535319684,-0.626176287,-0.646383077,-1.5,-0.948683298,-0.316227766,-0.572077554,-0.802277307,-0.875476723,0.271607238,1.31533421,0.320623186,-0.731404747,-0.47393787,-1.549247401,1.042124991,1.288532119,-0.316227766,0.530223725,-1.070179454,-0.561851321,0.120699401,-0.176166066,-0.542104742,-0.788230181,-0.600704421,-0.759614097,0.782419253,0.774596669,-0.316227766,-0.613803392,-0.111062395,-0.261663092,-0.188795033,-0.364399349,0,-1.643167673,-0.773891029,-1.229509084,-1.198756262,-0.774596669,0,-1.590990258,-0.840877792,-1.142624141,0.96423652,0.170940865,-0.616701896,0.143969956,-0.57202194,-1.127269826,0.810535216,0.704154899,0.295885635,0.148387471,-0.317472163,-0.179923553,1.138635386,0.729959448,0.227461693,0.498595662,-0.165723772,-0.013551261,1.056116476,1.242805676,-0.107112501,0.568087095,-0.270722772,0.000773435,0.044212215,-0.268745311,-0.474341649,-0.325422898,-1.35228927,-0.894321469,0.129087098,0.172885219,-0.774596669,0.030434595,-0.943825351,-0.513177967,1.250656604,1.568935681,1.277020496,0.78786,-0.75678184,-0.359115061,1.1022049,-0.660105503,0.009726451,0.207719787,1.002399059,0.98454315,-0.622267164,-0.081381841,-1.298247439,-1.288182894,-1.662554518,-1.402373165,0.030229045,-0.889715504,-0.793474553,-0.745833583,11.99
9/2/2016,-1.358310404,-0.035438806,-1.163192624,-1.210763142,-1.982773088,-1.727792104,-0.426162351,0.207019668,-0.0558049,0.42694084,-0.76822128,-1.358190285,-0.872938088,-1.137554329,0.79047112,-0.157779443,0.340777101,0.092035016,-0.792052099,-0.543667506,-0.033353929,0.718984082,-0.670820393,-0.716001556,-0.556820225,-0.684925406,-0.494032182,-0.446707411,-0.393919299,-1.133893419,-0.484680739,-0.552977066,0.264249099,-0.158851015,0.414039336,-1.003052111,-0.139398409,-0.300243831,-1.264911064,-0.774596669,-0.316227766,-1.062737863,-0.646507612,-0.850251417,-1.106162513,-0.194896116,-1.020812362,-0.59650432,-0.219532422,-1.272991298,0.79047112,-0.157779443,0.340777101,0.092035016,-0.792052099,-0.543667506,1.351979327,-0.224859507,0.069006556,-0.408132623,-0.222617134,-0.309397092,1.495364889,-0.193649167,0.621059003,0.256099677,0.276935889,0.311578156,-0.188795033,-1.30585725,0,-0.0558049,-1.177507062,-0.968317842,0.211545223,-0.660782614,0,0.42694084,-0.674160338,-0.370000322,1.236159482,1.2344268,0.685570913,1.246341984,-0.504836972,-0.121530524,-0.894907499,-1.717337221,-0.311582424,-1.350992107,-1.273235412,-1.416620511,-0.74651585,-1.138986509,-0.397029036,-1.175812754,-0.853449162,-1.040349871,-0.741992395,-1.276808334,-0.285633335,-1.224114573,-1.127106173,-1.313007362,-1.708353669,-2.270976653,0.316227766,-1.990521267,-1.489807021,-1.846560596,-1.403997721,-2.110038602,-0.296318879,-1.740210096,-1.492996694,-1.829734714,-0.008923869,0.073257034,0.327534988,0.089441723,-1.286777887,-0.881332964,0.128058559,-2.268966191,-1.326385231,-0.800001085,0.449758588,0.019123491,-1.497097012,-0.950385274,-0.483846714,0.230494851,-0.110110114,0.302984829,-0.881378452,-1.038356718,-0.7228093,-1.147344675,12.11
9/3/2016,-1.55541277,-1.538620909,-1.924480694,-1.9483479,-1.517671326,-1.758739449,-1.178191662,-1.558845727,-1.370320319,-0.053968707,1.112949918,-0.424264069,-0.501161442,0.135526185,-1.323858782,-0.77478217,-1.452323997,-1.600356843,-1.779800181,-1.842935273,1.490113404,0.86892667,-0.670820393,0.954668741,-0.460596055,-0.341884435,-0.90913729,-0.887411967,-0.393919299,-0.427770443,-0.490878341,-0.503170148,0.973328527,1.969596493,-0.621059003,-0.211545223,-0.112662279,-0.135211972,1.49078804,2.121320344,-0.316227766,0.200744882,0.050210961,0.095502168,-0.905042056,0.8705715,2.553964593,-0.438477415,1.450026945,1.9327004,-1.323858782,-0.77478217,-1.452323997,-1.600356843,-1.779800181,-1.842935273,-0.24985545,1.270377611,-0.621059003,-1.181254049,-0.595599434,-0.862719529,-0.719871169,1.039034088,-0.414039336,-1.567656161,-0.474229028,-0.881865222,-1.137554329,-0.217642875,0,-1.370320319,-0.395917298,-0.804737113,-0.340777101,0.283192549,0,-0.053968707,-0.025977908,-0.036167208,-0.57842389,0.108678533,1.477066803,0.850350677,-0.432966327,0.081185508,-1.304219531,-1.50268751,-0.910821825,-1.562368927,-1.371113581,-1.526819675,-1.74968145,-1.702446799,-0.607562521,-1.920473401,-1.131308211,-1.484690753,-1.772560442,-1.820213266,-0.443097143,-1.956133177,-1.272139363,-1.663648162,-1.402266503,-1.653717053,-2.064929642,-1.492223902,-1.792701407,-1.725016939,-1.630896209,-1.841182373,-1.037116076,-1.729201202,-1.85611035,-1.932681698,-1.290709438,-1.638631713,-2.394080923,-1.979019435,-0.369610056,-1.111749251,-0.317699624,-2.190612471,-1.821368937,-1.491264709,-2.272037686,-2.038300057,-0.358846324,-1.163894279,0.58972852,-0.240078671,-0.389535684,0.588950429,2.359929165,0.735235656,0.906636803,0.585117749,11.76
9/4/2016,-1.041380531,-0.610920724,-1.077091722,-1.082456664,-1.514690204,-1.576269487,-0.679497683,-0.645812024,0.593655779,0.382768374,-1.481872615,-1.976128727,0.290937989,-0.656780745,-0.982625467,-1.103735496,0.037239077,-0.863852931,-1.338480226,-1.251301605,-1.788854382,-1.647089319,-0.670820393,-1.944543648,-1.065090857,-1.387051724,-1.590990258,-0.721839755,-0.393919299,-1.30585725,-0.464083408,-0.543382368,0.814821714,0.97618706,-0.621059003,-0.351808329,-0.847780291,-0.825125472,0,-0.707106781,-0.316227766,-0.572077554,-0.559103517,-0.643062904,-1.279124545,-1.936938848,-0.947636797,-1.29929131,1.0727032,0.20942838,-0.982625467,-1.103735496,0.037239077,-0.863852931,-1.338480226,-1.251301605,-1.099002589,0.9258201,-0.621059003,-0.779676965,-0.72334295,-0.854765047,-0.597530128,0.766130878,-0.414039336,-0.776195426,-0.451068562,-0.61626056,1.367198146,-0.217642875,0,0.593655779,-0.361345084,-0.077730195,1.12117117,-0.660782614,0,0.382768374,-0.295186003,-0.101546064,-0.825459734,-1.421604053,-0.275254641,0.548269519,1.762682343,1.29799778,-0.966570157,-1.546413414,-0.436270932,-1.086420875,-1.176401351,-1.201614301,-1.012652395,-1.393849904,-0.68739914,-1.082748428,-1.018176105,-1.120428917,-1.01154072,-1.459924566,-0.723135465,-1.091553009,-1.152957729,-1.224861997,-1.515861082,-1.584255823,-1.543487266,-1.503010602,-1.587388777,-1.593374382,-1.529946906,-1.416305671,-0.85811633,-1.56449934,-1.387437352,-1.551941042,-0.217632681,-0.448461657,-0.796976445,-0.703389264,-1.404762322,-1.400936139,-0.587592249,-1.415530454,-1.23686382,-1.029736761,-0.78769287,-0.752592578,-1.602460424,-1.525481736,-0.193776682,-0.176411566,1.115173785,0.555450289,-0.791355736,-1.573412946,0.625843996,-0.634690637,11.68
9/5/2016,-1.194081161,-0.2110879,-0.943301664,-0.963458788,-1.394477985,-1.237726005,-0.580438626,-0.354787438,-0.382768374,-1.025405437,-1.846703523,-1.111572409,0.706563688,0.474341649,-0.267774955,0.184443776,-0.883585249,-0.24698939,-0.950575395,-0.759889154,-1.739675426,-0.883114825,-0.523367026,-1.597690204,-0.962683454,-1.230119567,-0.42694084,0.468404724,-0.393919299,-1.099002589,-0.346958838,-0.407363795,1.098354669,0.043806125,-0.514495755,1.211784243,-0.819424113,-0.574503317,1.219735669,-0.707106781,-0.316227766,0.588348405,-0.567589204,-0.425023635,-0.660782614,-1.863778769,-1.506977597,-0.336120284,0.67018823,1.091789523,-0.267774955,0.184443776,-0.883585249,-0.24698939,-0.950575395,-0.759889154,-1.133342852,-0.097849211,-0.474341649,-0.775411126,-0.518220014,-0.67632172,-0.695308884,0.696143221,-0.316227766,-0.320656942,-0.357632584,-0.395988645,-0.91146543,-1.219735669,0,-0.382768374,-0.95026369,-0.913000878,-1.181757896,-0.572077554,0,-1.025405437,-0.585795002,-0.781827299,-0.337392934,-0.919453887,-1.263878913,-0.936803355,-0.630780441,-0.948212789,-1.051160579,-1.138595618,-1.157343713,-1.143052234,-1.304759092,-1.268574808,-0.840943141,-0.936780965,-0.933274424,-0.958535125,-1.032360615,-1.037455234,-0.921015497,-0.834535133,-0.725830055,-0.989338658,-0.761713906,-0.910293022,-1.402568177,-1.089513989,-1.539794708,-1.410860877,-1.313848497,-1.38870043,-1.200076903,-1.298057147,-0.759072115,-1.245852884,-1.126998548,-1.23529847,-0.310783711,-0.139541569,0.047496401,-0.412542284,-1.320780883,-1.026078073,-1.62254703,-1.340734113,-1.269258882,-1.074385532,0.104790933,-0.22403717,-1.367058482,-1.06872858,-0.62794863,-0.351996349,-0.295891897,-0.917549622,-1.528882085,-0.909828455,0.564219726,0.387356572,11.72
9/6/2016,0.48103706,1.016692157,0.334443472,0.112123869,0.054895885,-0.012670277,-0.172852679,0.159403734,-0.789352217,-0.887411967,1.239716451,0.869894487,-0.042900942,-0.588348405,1.012980395,0.734382938,0.893237001,0.899052254,0.725577674,0.803904856,0.656431152,0.954662454,-0.444478318,0.861808895,0.751593406,0.833355381,0.511165651,0.135526185,-0.316227766,1.420093894,-0.319540503,0.074027452,-1.208734446,-1.034927234,0.414039336,-0.215387448,-0.20487455,-0.222582027,-1.224744871,-0.707106781,-0.316227766,-1.370320319,-0.572255102,-0.719633286,-0.572077554,0.93329066,-0.08505827,0.078611239,-1.160276207,-1.177785618,1.012980395,0.734382938,0.893237001,0.899052254,0.725577674,0.803904856,0.072707246,-0.486664263,-0.474341649,-0.233696857,-1.286799032,-0.833515574,0.512877645,0.558600379,-0.316227766,0.035628549,-0.676487707,-0.370132083,-1.729112636,1.49078804,0,-0.789352217,0.020910479,-0.384777932,-1.106162513,1.449137675,0,-0.887411967,0.471016949,-0.290576213,0.768157682,0.576184409,-0.883809913,-0.446850885,-1.582520551,-1.075861036,0.708246545,0.821105279,-0.35915099,0.462966715,-0.365546548,0.015221777,0.57038662,0.818766609,0.845509746,0.320929563,-0.018655673,0.146749059,0.410575949,0.617079556,0.979130049,0.11098109,-0.129068257,-0.008821675,0.094422415,0.531974524,-0.514495755,0.011872648,-0.288289937,-0.14171272,-0.122985986,0.051909641,-0.660782614,-0.079993402,-0.446742827,-0.259841777,0.738917722,0.825366821,0.109938385,-0.119438277,-0.668293845,-0.548686506,-0.798400595,0.706395454,0.700345183,0.601128624,-0.05621608,-0.465488768,-0.482049482,-0.304919751,-1.44313962,-1.640682631,-1.266179943,-1.066818739,0.300887712,0.173661168,-0.77028843,-0.75318897,11.69
9/7/2016,0.011318827,0.671035364,-0.056695508,0.246980328,-0.185021969,-0.423898026,-0.863289291,-0.982117871,1.697056275,1.301655119,0.502141298,0.869894487,0,2.464934809,0.605465802,0.923502535,-0.657859181,0.642669863,0.429708334,0.508181604,0.959764984,1.252368162,-0.444478318,0.215387448,1.054025352,0.859368767,-0.258731809,-1.219735669,-0.316227766,0.129099445,-0.56400136,-0.492510468,-0.193649167,-1.181757896,-0.621059003,0.591607978,-0.982228245,-0.854102997,2.391160191,-0.707106781,-0.316227766,2.398369011,-0.391732631,0.352410816,-1.867592128,0.884651737,0.410245988,-0.409418448,-0.473137441,2.069009968,0.605465802,0.923502535,-0.657859181,0.642669863,0.429708334,0.508181604,-0.798228126,-1.098354669,-0.474341649,-0.793395225,-1.308413342,-1.151762804,-1.161895004,-0.636264657,-0.316227766,-0.930260509,-1.277982897,-1.311404523,1.133893419,-1.014185106,0,1.419888698,-0.757873788,0.309463252,1.466146915,-0.621059003,0,0.850265147,-0.496943505,0.280856959,-1.501834731,-1.138419958,-1.190686733,-1.91922478,0.52611785,0.823043381,0.240776723,0.865736236,1.548319905,0.070586906,0.990363234,0.595943649,0.120466928,0.635465809,0.988891792,-0.040782788,0.816515812,0.42624945,0.568435999,0.939797036,2.435692739,0.290322479,1.470314355,0.945837312,-0.141806434,0.060412209,0.457036674,-0.168671407,0.449222099,0.138576443,-0.476688782,-0.917601511,0.414039336,-0.424647911,-0.858891882,-0.646221847,1.24722714,0.314183781,-0.109786706,0.958360411,-0.494169889,-0.710895511,-0.688024988,0.550852465,0.276902975,0.129738433,-0.1141116,0.660730447,-0.333369263,-0.585711325,-1.559119774,-2.129533801,1.195534472,0.858189168,0.008998014,0.546015724,-0.522813595,2.209727886,11.55
