date,com_count,sub_count,com_body_pos_count,com_body_very_pos_count,com_body_neg_count,com_body_very_neg_count,sub_body_pos_count,sub_body_very_pos_count,sub_body_neg_count,sub_body_very_neg_count,sub_title_pos_count,sub_title_very_pos_count,sub_title_neg_count,sub_title_very_neg_count,avg_clust_coef,avg_degree,num_edges,num_nodes,eth_open,eth_high,eth_low,eth_close,eth_volume,eth_market_cap
7/10/2016,3781,298,1009,472,443,184,40,28,16,5,33,7,14,0,0.009515764,1.3809,2005,1452,10.960000,11.010000,10.780000,10.950000,5479240,896899008
7/11/2016,4333,398,1139,570,507,234,49,39,9,3,46,7,22,2,0.019532843,1.3801,2251,1631,10.940000,11.010000,10.260000,10.460000,13098000,895670016
7/12/2016,4479,399,1112,540,568,223,52,33,11,6,45,4,21,5,0.018624124,1.4278,2283,1599,10.450000,10.760000,10.430000,10.520000,11127700,855555008
7/13/2016,3356,339,841,388,392,156,41,30,7,3,25,3,19,5,0.012122528,1.2160,1655,1361,10.510000,10.590000,10.400000,10.500000,6715660,860769984
7/14/2016,4415,380,1073,496,491,216,45,35,10,5,36,8,22,3,0.017217872,1.4244,2158,1515,10.600000,11.680000,10.600000,11.510000,23621900,868508992
7/15/2016,4336,341,1124,547,567,247,40,29,9,6,38,4,22,1,0.011515358,1.3959,2066,1480,11.500000,12.430000,11.490000,11.950000,26838900,942817024
7/16/2016,3598,276,878,421,537,248,38,25,15,11,29,3,23,4,0.024706711,1.4910,1819,1220,11.920000,11.940000,11.590000,11.650000,10445700,977657984
7/17/2016,4265,334,950,449,592,259,47,28,22,15,27,10,26,2,0.033186625,1.4974,2011,1343,11.620000,11.670000,11.010000,11.160000,17921600,953761984
7/18/2016,4771,403,1213,604,654,283,70,48,16,9,33,6,16,5,0.016810576,1.4932,2289,1533,11.170000,11.610000,10.950000,11.030000,15931900,917150976
7/19/2016,5662,459,1385,648,739,296,54,37,18,12,39,3,45,5,0.036076820,1.5991,2621,1639,11.050000,12.010000,11.010000,11.620000,21730000,907134976
7/20/2016,6311,531,1497,737,781,311,81,47,20,13,61,19,31,7,0.021746376,1.5916,2981,1873,11.590000,12.990000,11.570000,12.450000,60226100,952142976
7/21/2016,5540,539,1286,593,696,258,81,52,23,9,63,14,38,6,0.018670468,1.5409,2675,1736,12.460000,12.710000,11.990000,12.650000,24636900,1024000000
7/22/2016,5571,433,1366,667,777,343,65,46,19,9,37,8,32,7,0.017626834,1.4994,2585,1724,12.660000,14.810000,12.540000,14.660000,74779504,1040640000
7/23/2016,3362,267,884,450,399,174,54,32,17,7,32,4,19,3,0.013472173,1.3518,1729,1279,14.670000,14.900000,14.050000,14.300000,32489700,1206189952
7/24/2016,6781,570,1500,686,972,442,98,68,34,19,43,5,49,13,0.037848580,1.8185,3066,1686,14.300000,14.440000,12.320000,12.750000,77750800,1176249984
7/25/2016,5837,512,1359,661,874,374,77,52,37,23,51,8,48,5,0.019892080,1.6370,2796,1708,12.740000,13.860000,12.680000,13.840000,36673800,1048920000
7/26/2016,7024,713,1701,811,883,354,100,66,43,31,74,21,38,9,0.032493211,1.7959,3353,1867,13.820000,13.850000,11.730000,11.990000,94428800,1137660032
7/27/2016,6660,596,1593,758,860,339,63,46,28,12,40,5,40,5,0.024880130,1.7158,3085,1798,12.050000,13.310000,11.840000,12.970000,58278800,992644992
7/28/2016,5285,478,1366,674,683,287,75,55,20,11,35,5,39,8,0.020648268,1.6141,2639,1635,12.980000,12.990000,12.490000,12.840000,24603900,1069560000
7/29/2016,5586,386,1381,665,767,342,57,35,19,10,24,10,42,3,0.038685199,1.5807,2643,1672,12.840000,12.870000,12.550000,12.790000,14082300,1058220032
7/30/2016,3942,313,939,454,599,266,51,39,7,3,49,9,22,6,0.026886215,1.5124,2128,1407,12.800000,12.800000,12.460000,12.460000,9047810,1055409984
7/31/2016,4916,314,1112,564,692,320,50,40,21,12,25,10,21,6,0.017680095,1.4177,2145,1513,12.440000,12.510000,11.550000,11.880000,25441400,1026310016
8/1/2016,6327,408,1608,775,851,363,68,49,14,9,54,7,24,5,0.032785078,1.6540,2863,1731,11.890000,12.010000,10.940000,10.940000,23999500,981734976
8/2/2016,10412,706,2028,870,1387,496,89,62,42,24,54,12,52,5,0.044800907,1.8342,4457,2430,10.950000,11.140000,8.200000,8.790000,88803296,903977984
8/3/2016,14347,870,2620,1103,1688,669,130,92,53,34,71,18,63,5,0.043505346,1.6508,6945,4207,8.880000,10.420000,8.880000,10.290000,53979400,733203968
8/4/2016,9368,559,1802,807,1065,484,85,53,24,12,54,17,31,5,0.027964740,1.4407,4410,3061,10.310000,11.290000,10.160000,11.040000,38151400,851992000
8/5/2016,8003,497,1521,676,963,409,67,47,22,13,37,4,31,5,0.044037523,1.4907,3615,2425,11.020000,11.180000,10.760000,10.930000,15487900,910856000
8/6/2016,6559,358,1305,608,803,333,62,41,22,15,37,5,28,4,0.064604848,1.5110,2954,1955,10.920000,10.940000,10.290000,10.880000,16712600,902752000
8/7/2016,5791,321,1161,535,806,349,47,32,30,18,17,3,30,6,0.048426985,1.5210,2645,1739,10.860000,11.090000,10.780000,10.910000,16551000,898339968
8/8/2016,6635,448,1372,640,842,329,72,52,32,21,34,6,25,2,0.044605464,1.4814,2985,2015,10.910000,11.330000,10.860000,11.250000,14956700,903184000
8/9/2016,5945,423,1164,562,618,240,63,41,24,14,40,7,25,5,0.018175203,1.3733,2726,1985,11.270000,12.450000,11.200000,12.240000,36656600,933430976
8/10/2016,6178,455,1218,529,630,228,60,42,17,11,44,9,33,9,0.037435578,1.4411,2728,1893,12.230000,12.460000,11.980000,12.140000,28096300,1012910016
8/11/2016,4493,365,1127,535,534,224,63,49,16,8,18,1,20,1,0.019869138,1.3935,2415,1733,12.140000,12.270000,11.630000,11.690000,17505000,1005720000
8/12/2016,4285,345,1067,520,506,193,46,29,15,10,38,8,21,1,0.014139708,1.3406,2145,1600,11.690000,12.040000,11.640000,11.780000,13690100,968865024
8/13/2016,3209,221,801,393,403,184,34,20,5,4,29,6,13,4,0.017142812,1.3662,1761,1289,11.770000,11.790000,11.510000,11.570000,7539490,975998976
8/14/2016,3632,244,839,433,551,268,30,18,12,10,30,5,11,2,0.013614520,1.3890,1721,1239,11.580000,11.690000,11.100000,11.190000,8680160,960854976
8/15/2016,3840,308,912,465,524,223,35,25,8,4,27,4,23,3,0.010549518,1.2756,1921,1506,11.200000,11.310000,11.000000,11.220000,7500840,929558016
8/16/2016,4273,360,1038,514,556,249,56,40,12,9,32,2,25,7,0.012718673,1.3359,2108,1578,11.230000,11.240000,11.000000,11.140000,7051510,932161984
8/17/2016,3837,292,943,471,510,225,31,23,8,2,36,7,16,5,0.015824048,1.3118,1864,1421,11.130000,11.150000,10.750000,10.750000,8833760,924590976
8/18/2016,3237,294,855,441,370,163,49,32,14,4,26,10,16,2,0.014781899,1.3048,1721,1319,10.750000,11.010000,10.740000,10.760000,6935800,892902976
8/19/2016,3087,306,826,408,391,171,43,29,17,10,32,7,15,2,0.009348386,1.2173,1591,1307,10.750000,10.800000,10.730000,10.750000,5390850,893155968
8/20/2016,2578,210,667,319,330,132,34,26,10,3,22,6,13,1,0.006168013,1.2236,1379,1127,10.750000,11.300000,10.750000,11.250000,7443540,893814016
8/21/2016,2221,201,594,300,271,108,31,20,2,1,13,5,6,0,0.005111799,1.1951,1231,1030,11.250000,11.250000,10.990000,11.180000,4355660,936014976
8/22/2016,2654,319,685,317,265,91,44,36,5,3,25,5,9,5,0.012186392,1.2335,1437,1165,11.190000,11.340000,11.070000,11.120000,6588920,930707968
8/23/2016,2656,299,705,323,247,88,46,33,7,3,30,7,14,2,0.014533035,1.2414,1486,1197,11.140000,11.230000,10.900000,11.030000,6489380,927065024
8/24/2016,3268,352,818,409,392,172,42,31,10,5,39,7,7,1,0.015625764,1.3184,1731,1313,11.020000,11.150000,11.010000,11.040000,4423420,918038976
8/25/2016,3304,330,826,427,397,167,43,28,6,3,28,5,13,0,0.013983729,1.3031,1668,1280,11.030000,11.390000,11.020000,11.360000,8552380,918977024
8/26/2016,3519,310,898,428,409,157,43,35,9,6,27,7,15,5,0.014178712,1.3486,1880,1394,11.350000,11.450000,11.210000,11.300000,5857850,946092032
8/27/2016,2769,231,734,386,388,184,42,29,8,7,25,7,15,2,0.027141145,1.2904,1493,1157,11.290000,11.290000,11.140000,11.150000,15108400,941585024
8/28/2016,2517,222,643,326,322,145,31,22,7,3,29,6,14,2,0.014982918,1.3030,1316,1010,11.150000,11.150000,10.920000,10.930000,5303040,929689984
8/29/2016,3320,310,940,489,456,229,55,34,11,5,38,5,15,2,0.024888177,1.3298,1641,1234,10.920000,11.150000,10.790000,10.980000,8130540,910697984
8/30/2016,3699,289,964,489,451,171,42,31,9,2,27,4,10,3,0.015756969,1.2699,1689,1330,10.990000,11.300000,10.960000,11.230000,7221260,917473984
8/31/2016,3042,374,752,360,422,195,54,40,8,5,36,7,17,1,0.014748907,1.2804,1589,1241,11.240000,11.680000,11.180000,11.670000,11073700,938406016
9/1/2016,3181,326,864,444,363,168,38,28,5,1,34,5,11,1,0.023575466,1.2753,1612,1264,11.670000,12.580000,11.650000,11.990000,24051500,974844032
9/2/2016,2592,303,688,341,279,121,40,32,8,5,27,4,10,0,0.019027981,1.1983,1378,1150,11.960000,12.310000,11.880000,12.110000,9368300,999756992
9/3/2016,2308,208,501,241,278,99,33,21,5,4,36,5,12,2,0.016965280,1.1359,1162,1023,12.110000,12.360000,11.350000,11.760000,13358800,1012579968
9/4/2016,2434,250,589,289,246,86,36,26,9,5,22,2,14,1,0.015931671,1.1579,1217,1051,11.750000,11.790000,11.470000,11.680000,7220550,982952000
9/5/2016,2232,267,577,281,224,88,36,27,7,2,16,3,15,2,0.009418612,1.1408,1167,1023,11.680000,11.810000,11.590000,11.720000,5724100,977169024
9/6/2016,3076,343,783,373,343,144,39,30,6,2,40,6,13,1,0.013141556,1.2893,1582,1227,11.730000,11.730000,11.470000,11.690000,6346330,981302976
9/7/2016,2882,333,730,391,323,122,34,24,12,6,35,6,13,6,0.013433783,1.2738,1512,1187,11.690000,11.730000,11.520000,11.550000,6115050,979086976
9/8/2016,2976,285,774,375,324,131,27,20,9,4,29,6,7,0,0.010617319,1.1785,1466,1244,11.550000,11.700000,11.250000,11.350000,11535000,967009984
9/9/2016,2787,281,749,386,290,114,43,28,9,5,28,6,13,2,0.013055450,1.1897,1430,1202,11.410000,11.680000,11.390000,11.650000,6109200,956209984
9/10/2016,2408,211,617,292,303,139,32,24,9,6,17,1,10,3,0.015492887,1.2386,1272,1027,11.660000,12.220000,11.540000,12.170000,7220300,977515008
9/11/2016,2598,246,622,295,287,109,33,21,5,2,23,3,15,4,0.013173247,1.2192,1307,1072,12.210000,12.210000,11.590000,11.640000,8791180,1023640000
9/12/2016,3104,315,893,470,359,131,46,32,7,3,42,6,21,3,0.008234774,1.2472,1559,1250,11.640000,11.950000,11.610000,11.890000,7478080,976644992
9/13/2016,3472,345,938,501,378,156,51,42,10,7,40,6,16,1,0.012144320,1.2957,1744,1346,11.890000,12.090000,11.880000,11.920000,11704300,997638016
9/14/2016,3252,349,921,499,333,140,49,37,10,3,37,11,14,1,0.012528358,1.2928,1678,1298,11.900000,12.000000,11.860000,11.920000,5694820,999352000
9/15/2016,3093,310,826,413,334,135,47,39,7,4,46,9,8,1,0.009833296,1.2878,1584,1230,11.940000,12.140000,11.920000,11.940000,7309090,1002969984
9/16/2016,2990,310,799,398,301,106,46,31,11,6,31,9,17,0,0.008225429,1.1685,1366,1169,11.960000,12.750000,11.900000,12.560000,17421500,1004739968
9/17/2016,3059,229,827,402,344,146,44,26,8,4,24,8,4,0,0.022935079,1.3339,1534,1150,12.560000,12.760000,12.440000,12.700000,7446610,1055440000
9/18/2016,3138,255,770,395,321,130,44,24,13,3,39,16,8,0,0.012235691,1.2768,1467,1149,12.690000,12.990000,12.160000,12.430000,22433300,1066620032
9/19/2016,3905,348,988,458,424,173,52,36,19,12,37,12,11,1,0.019244637,1.4062,1987,1413,12.440000,13.190000,12.420000,13.190000,13838800,1045870016
9/20/2016,4594,385,1201,610,421,148,56,37,13,5,35,1,11,3,0.020882107,1.3929,2042,1466,13.210000,14.430000,13.120000,14.430000,31929100,1111810048
9/21/2016,4311,403,1002,491,438,147,47,33,11,6,49,6,12,1,0.019275516,1.3372,1967,1471,14.430000,14.430000,13.170000,13.770000,28645000,1214950016
9/22/2016,4163,408,983,451,480,194,46,37,12,5,27,5,36,2,0.017747701,1.3216,1919,1452,13.660000,13.660000,12.480000,13.250000,27382800,1150649984
9/23/2016,3492,341,922,461,389,172,40,31,14,9,35,11,18,8,0.016538034,1.2706,1709,1345,13.210000,13.450000,13.100000,13.330000,9166430,1112589952
9/24/2016,2526,251,652,324,287,121,31,19,12,6,29,9,10,1,0.013439481,1.1990,1223,1020,13.320000,13.340000,12.680000,12.880000,9824880,1122669952
9/25/2016,2865,234,713,354,298,131,40,26,10,7,18,3,4,0,0.019452514,1.3769,1549,1125,12.850000,13.110000,12.800000,13.100000,5283440,1083510016
9/26/2016,3653,386,968,519,426,165,53,38,14,8,34,4,5,1,0.014646187,1.3630,1810,1328,13.170000,13.170000,12.740000,12.820000,7213070,1110700032
9/27/2016,3327,354,856,421,419,177,53,34,12,8,27,5,16,3,0.022984083,1.3862,1730,1248,12.860000,13.210000,12.860000,13.100000,6831070,1085330048
9/28/2016,3605,342,871,420,472,209,51,38,12,4,29,8,15,1,0.023638531,1.3456,1791,1331,13.110000,13.480000,13.080000,13.270000,10239000,1106329984
9/29/2016,3300,363,882,440,357,134,40,30,9,6,29,7,26,0,0.015479105,1.2987,1648,1269,13.280000,13.340000,13.070000,13.070000,5990630,1121059968
9/30/2016,2954,326,781,418,351,143,50,34,7,4,31,7,16,3,0.017863155,1.2557,1478,1177,13.080000,13.340000,13.020000,13.220000,5950840,1104530048
10/1/2016,2689,261,672,346,315,130,31,23,14,7,28,4,4,0,0.012535963,1.2292,1357,1104,13.200000,13.310000,13.050000,13.170000,6331160,1115689984
10/2/2016,3617,277,833,423,572,267,32,20,9,5,31,6,13,2,0.048610638,1.3710,1652,1205,13.180000,13.300000,13.140000,13.200000,4079660,1114200064
10/3/2016,3829,353,914,474,441,165,47,37,26,15,42,9,25,2,0.022514916,1.3527,1864,1378,13.200000,13.490000,13.190000,13.450000,7458320,1116600064
10/4/2016,3418,365,815,378,368,152,47,29,9,5,41,13,9,1,0.023231396,1.3381,1785,1334,13.450000,13.530000,13.210000,13.280000,8348280,1137980032
10/5/2016,3590,414,871,412,472,215,46,30,22,16,37,10,21,0,0.024772572,1.3652,1843,1350,13.280000,13.350000,13.040000,13.040000,9881370,1124269952
10/6/2016,3171,333,840,385,383,170,46,35,12,5,29,9,21,2,0.012149629,1.2585,1626,1292,13.030000,13.140000,12.690000,12.850000,12044800,1102940032
10/7/2016,3721,296,909,450,503,208,36,24,11,6,42,8,14,3,0.029302536,1.4047,1857,1322,12.850000,12.990000,12.530000,12.670000,8933050,1088569984
10/8/2016,2863,263,668,330,386,158,40,27,11,6,34,11,9,1,0.014073944,1.3274,1492,1124,12.670000,12.690000,12.050000,12.220000,11611200,1073990016
10/9/2016,2662,254,703,346,319,123,36,25,10,6,26,7,13,0,0.021592566,1.2427,1321,1063,12.220000,12.360000,11.980000,12.050000,7208480,1035590016
10/10/2016,4227,335,1062,511,492,201,44,30,15,8,42,13,17,4,0.038742960,1.3444,1784,1327,12.060000,12.060000,11.620000,11.760000,10809200,1022860032
10/11/2016,4874,373,1176,590,596,233,57,35,15,10,45,11,22,8,0.021650145,1.5353,2435,1586,11.760000,12.160000,11.750000,11.790000,11727700,997948992
10/12/2016,4751,382,1045,508,641,276,45,29,18,10,43,12,23,5,0.029055849,1.5156,2278,1503,11.780000,12.070000,11.710000,11.930000,9694640,1000220032
10/13/2016,4558,432,1085,558,646,268,51,35,12,6,63,14,23,3,0.036718812,1.5473,2256,1458,11.910000,12.130000,11.780000,11.960000,8665190,1011190016
10/14/2016,3801,324,951,424,495,193,43,29,13,8,41,7,22,3,0.036948687,1.3650,2012,1474,11.990000,12.070000,11.900000,11.940000,4333510,1018390016
10/15/2016,2990,269,767,391,366,159,34,27,12,7,31,2,13,3,0.014100416,1.2988,1591,1225,11.940000,12.000000,11.780000,11.980000,4991840,1014280000
10/16/2016,3432,289,869,420,477,203,53,41,10,8,37,4,13,5,0.020841323,1.4152,1694,1197,11.980000,12.010000,11.930000,11.950000,3617280,1018540032
10/17/2016,4593,348,1137,566,653,317,54,40,18,7,34,7,25,5,0.026502287,1.5073,2169,1439,11.960000,12.030000,11.860000,12.010000,5724440,1016710016
10/18/2016,4479,373,1158,574,585,261,56,34,9,4,47,7,16,0,0.014577976,1.4224,2135,1501,12.000000,12.930000,12.000000,12.590000,18864200,1020529984
10/19/2016,4538,387,1086,529,659,302,48,30,19,8,37,7,31,5,0.023647869,1.4803,2216,1497,12.590000,12.620000,11.910000,12.020000,10576200,1071710016
10/20/2016,4127,355,1006,485,563,234,47,35,19,14,32,7,18,4,0.024234636,1.4385,2034,1414,12.050000,12.290000,12.000000,12.100000,8170760,1025619968
10/21/2016,3304,314,780,377,513,241,38,20,17,8,30,6,18,3,0.016173688,1.3998,1754,1253,12.130000,12.210000,12.020000,12.180000,5676920,1033139968
10/22/2016,3154,251,689,333,422,163,38,28,7,4,32,6,10,1,0.010238956,1.3649,1657,1214,12.180000,12.190000,11.950000,12.070000,7583820,1037849984
10/23/2016,3717,225,869,427,499,211,40,35,13,5,19,5,15,1,0.023453581,1.4403,1858,1290,12.130000,12.140000,11.940000,12.040000,5774660,1033969984
10/24/2016,3672,352,1018,499,499,203,42,29,11,3,36,7,15,1,0.020457514,1.3902,1760,1266,12.040000,12.100000,11.910000,11.970000,5739690,1026400000
10/25/2016,4461,366,1008,461,602,262,51,29,20,11,35,9,13,2,0.012047765,1.3737,2088,1520,11.970000,11.990000,11.150000,11.410000,19316000,1020849984
10/26/2016,5984,475,1345,650,847,325,54,36,32,14,58,7,36,7,0.025864250,1.6479,2869,1741,11.380000,11.660000,11.380000,11.530000,10221800,971440000
10/27/2016,5450,437,1233,606,749,339,63,37,22,15,51,7,30,10,0.031280828,1.6142,2699,1672,11.530000,11.610000,11.260000,11.500000,13255400,984361024
10/28/2016,4360,340,1066,522,538,227,46,24,18,7,33,6,18,1,0.022843351,1.4094,1945,1380,11.470000,11.580000,10.950000,11.090000,13971500,979916032
10/29/2016,4523,297,1015,448,533,207,39,33,10,4,27,10,14,4,0.018389082,1.3013,1909,1467,11.100000,11.200000,9.560000,10.440000,27070400,948270976
10/30/2016,3579,286,909,441,403,173,44,35,12,5,31,5,16,3,0.015661295,1.2668,1643,1297,10.430000,11.450000,10.290000,11.180000,16694900,891164032
10/31/2016,3506,305,816,386,452,156,44,27,9,5,28,6,10,1,0.022506783,1.2936,1771,1369,11.230000,11.500000,10.940000,11.000000,13393900,960008000
11/1/2016,4339,346,1021,462,575,230,54,39,12,4,33,6,15,1,0.020937276,1.2932,1985,1535,10.960000,11.180000,10.300000,10.770000,22901300,937123008
11/2/2016,4002,384,990,481,498,195,53,37,12,4,45,8,23,4,0.018021514,1.3264,1857,1400,10.770000,11.160000,10.690000,10.750000,11691700,921691008
11/3/2016,5147,397,1078,478,614,248,56,36,14,7,32,5,16,2,0.013084312,1.2256,2032,1658,10.800000,11.110000,10.760000,10.800000,15228600,924097024
11/4/2016,3343,286,841,432,429,208,38,27,11,5,39,9,19,2,0.013814727,1.2620,1599,1267,10.820000,11.120000,10.820000,11.090000,9958040,926129024
11/5/2016,2533,233,662,348,338,147,22,20,11,6,22,3,5,1,0.017147706,1.2439,1285,1033,11.090000,11.240000,10.880000,11.000000,5502670,950212992
11/6/2016,3345,267,789,415,498,201,46,31,7,2,40,7,5,0,0.008911230,1.3884,1537,1107,10.990000,11.250000,10.850000,10.870000,5688710,941729024
11/7/2016,5319,342,1263,554,623,239,48,37,14,9,32,7,24,0,0.012988920,0.7398,1771,2394,10.900000,10.960000,10.780000,10.810000,5992480,934536000
11/8/2016,4463,334,1096,522,505,223,43,30,11,6,36,4,10,2,0.011223474,0.7612,1594,2094,10.850000,10.920000,10.740000,10.830000,6258150,930345024
11/9/2016,2896,321,742,352,275,113,52,40,3,0,46,8,14,1,0.005358283,1.1853,1484,1252,10.820000,10.830000,10.220000,10.660000,14606600,928062976
11/10/2016,2769,279,688,326,333,131,42,23,15,9,37,7,12,1,0.004616156,1.2374,1595,1289,10.670000,10.680000,10.510000,10.520000,4253980,915939968
11/11/2016,3481,312,924,432,442,164,38,30,17,6,50,9,20,3,0.016169686,1.2383,1585,1280,10.510000,10.570000,10.260000,10.290000,6056300,902478976
11/12/2016,2721,216,704,347,330,131,42,32,5,2,27,8,13,5,0.021821273,1.2267,1288,1050,10.290000,10.340000,9.700000,9.880000,10052500,883779968
11/13/2016,3175,273,775,407,375,153,55,37,12,5,29,3,11,0,0.021205983,1.3142,1531,1165,9.890000,10.410000,9.840000,10.100000,8227770,849342016
11/14/2016,3550,338,858,436,485,201,48,30,11,5,31,6,11,3,0.024261428,1.3549,1672,1234,10.100000,10.160000,9.960000,9.970000,3573250,867755008
11/15/2016,3962,372,932,457,484,182,60,46,8,1,44,14,28,2,0.022294394,1.3639,1844,1352,9.970000,10.320000,9.850000,10.220000,6557550,857222976
11/16/2016,4755,407,1124,555,549,233,52,37,15,5,31,8,17,1,0.014198351,1.3945,2195,1574,10.220000,10.330000,9.930000,10.060000,9533550,878609984
11/17/2016,5109,386,1173,580,702,276,49,33,15,12,33,3,28,7,0.031509987,1.3506,2138,1583,10.060000,10.190000,9.920000,9.990000,6984700,865393024
11/18/2016,5384,427,1322,649,709,286,48,35,11,4,50,12,21,4,0.020377519,1.4580,2276,1561,9.990000,10.010000,9.480000,9.480000,10816100,859571008
11/19/2016,3998,290,892,414,548,222,51,32,17,13,32,4,17,2,0.017792469,1.4470,1897,1311,9.480000,9.750000,9.480000,9.660000,5186540,816380032
11/20/2016,4239,287,982,475,511,219,45,34,15,7,37,12,18,6,0.032543219,1.5797,2071,1311,9.660000,9.710000,9.520000,9.580000,5173420,832049984
11/21/2016,4204,394,1090,554,556,247,61,47,14,12,52,9,14,0,0.020498411,1.5850,2154,1359,9.580000,9.640000,9.540000,9.620000,3663210,825380992
11/22/2016,5500,438,1288,600,725,269,63,38,18,11,53,17,28,2,0.022874597,1.5422,2469,1601,9.630000,10.240000,9.590000,9.910000,11284400,829616000
11/23/2016,4681,441,1112,557,644,287,53,38,14,8,48,7,28,5,0.025070113,1.6254,2287,1407,9.920000,9.960000,9.760000,9.840000,4812310,855265024
11/24/2016,5897,499,1423,676,823,328,65,44,25,12,56,6,36,6,0.022275189,1.6587,2790,1682,9.850000,9.850000,8.930000,9.230000,15987800,849228992
11/25/2016,5193,410,1206,581,770,327,72,46,18,8,51,9,29,8,0.031960642,1.7116,2463,1439,9.230000,9.750000,9.210000,9.400000,7669720,796268032
11/26/2016,4190,286,960,467,613,259,39,18,12,7,25,7,25,8,0.021180996,1.5987,1984,1241,9.420000,9.500000,9.310000,9.330000,3505990,812795008
11/27/2016,3977,303,914,452,585,239,71,42,17,10,21,6,14,6,0.024386093,1.6119,1973,1224,9.310000,9.330000,8.780000,9.000000,8707660,804084992
11/28/2016,4306,365,1025,485,590,247,57,39,18,10,38,6,32,5,0.017155344,1.5400,2139,1389,9.000000,9.010000,8.720000,8.720000,6046890,777310976
11/29/2016,5284,377,1325,631,731,285,48,40,20,11,30,9,22,5,0.022471775,1.5440,2333,1511,8.730000,8.740000,7.880000,8.170000,17000400,754307008
11/30/2016,4580,434,1125,554,621,238,67,41,14,6,46,12,31,8,0.020885077,1.4894,2176,1461,8.160000,8.750000,8.160000,8.590000,10626600,705040000
12/1/2016,4209,397,1019,487,524,204,63,46,11,7,37,13,16,1,0.022369379,1.3573,1907,1405,8.600000,8.650000,8.360000,8.450000,5882340,743881984
12/2/2016,5985,400,1420,645,754,324,65,42,26,14,36,9,26,7,0.013874282,1.3692,2544,1858,8.460000,8.460000,7.420000,7.760000,18579800,731520000
12/3/2016,4270,316,994,466,636,270,38,27,12,4,28,5,33,7,0.021039092,1.3745,2059,1498,7.770000,8.150000,7.670000,7.920000,12112100,672137984
12/4/2016,4177,314,1027,493,527,211,44,29,14,9,29,8,15,6,0.026581834,1.3062,1732,1326,7.900000,7.950000,7.440000,7.440000,8450790,684257984
12/5/2016,5474,406,1217,582,798,365,62,46,17,7,39,10,37,8,0.031383395,1.4179,2297,1620,7.410000,7.640000,6.660000,6.820000,17344500,641820032
12/6/2016,5351,422,1197,573,645,237,60,42,16,8,41,11,34,10,0.021343234,1.4783,2386,1614,6.800000,7.920000,5.980000,7.870000,50671200,589548032
12/7/2016,5655,410,1314,631,790,320,64,51,14,8,36,6,24,3,0.031752760,1.4894,2675,1796,7.890000,8.540000,7.330000,8.380000,22229600,684257984
12/8/2016,5695,421,1391,704,783,340,56,44,10,7,42,12,29,3,0.024196247,1.5606,2564,1643,8.380000,8.860000,8.230000,8.230000,16042700,726878016
12/9/2016,4629,358,1104,544,556,226,51,39,11,6,31,9,27,6,0.021849187,1.5782,2271,1439,8.170000,8.670000,8.050000,8.450000,12916300,708467968
12/10/2016,3591,286,859,405,439,160,35,24,14,6,39,9,12,2,0.015797724,1.3698,1741,1271,8.440000,8.530000,8.020000,8.130000,8108370,732172992
12/11/2016,3376,252,760,357,441,162,42,29,14,6,32,10,7,1,0.028327742,1.3489,1736,1287,8.130000,8.270000,8.100000,8.190000,5545500,705363008
12/12/2016,4132,351,1070,525,491,184,46,31,12,4,37,8,17,2,0.016399322,1.4008,2055,1467,8.190000,8.610000,8.170000,8.520000,9119700,711347968
12/13/2016,4606,365,1162,535,605,220,51,36,20,9,36,3,29,5,0.014817409,1.3872,2171,1565,8.520000,8.530000,8.350000,8.420000,4486190,740099008
12/14/2016,4724,414,1148,590,564,217,56,35,8,3,45,5,24,2,0.022731867,1.3918,2032,1460,8.450000,8.520000,8.250000,8.270000,7337220,734382016
12/15/2016,4350,393,995,475,594,248,46,33,8,1,39,8,24,6,0.017523277,1.3383,1970,1472,8.240000,8.240000,7.720000,7.830000,13184400,715860992
12/16/2016,3799,374,879,415,500,217,45,30,13,8,41,10,29,8,0.011223793,1.3117,1797,1370,7.860000,7.930000,7.800000,7.860000,5178610,683398976
12/17/2016,3801,293,865,431,461,191,48,34,10,5,37,11,25,3,0.016474490,1.4277,1976,1384,7.860000,7.900000,7.520000,7.880000,8502620,683356992
12/18/2016,3393,232,889,446,421,193,47,31,12,8,13,5,6,1,0.006448467,1.3884,1723,1241,7.860000,7.930000,7.720000,7.870000,5890020,684028032
12/19/2016,4391,377,992,485,626,276,64,43,16,9,42,9,24,4,0.021483179,1.4155,1952,1379,7.870000,7.870000,7.630000,7.640000,5894760,685054016
12/20/2016,4702,397,1180,570,582,234,49,32,13,8,28,2,18,1,0.011864418,1.3543,2068,1527,7.630000,7.750000,7.570000,7.660000,6313550,664771968
12/21/2016,5937,469,1476,693,661,262,74,59,8,4,47,16,31,4,0.014934621,1.4006,2535,1810,7.660000,7.940000,7.660000,7.910000,9393550,667625024
12/22/2016,5878,527,1389,651,603,221,78,56,16,6,54,7,16,2,0.008885260,1.3402,2545,1899,7.900000,7.910000,7.500000,7.590000,16376700,688380032
12/23/2016,6714,544,1525,688,642,221,87,54,12,4,59,15,19,1,0.014745156,1.3654,2907,2129,7.580000,7.690000,7.160000,7.170000,19613100,660545984
12/24/2016,3958,282,997,444,364,137,48,26,14,6,42,11,12,3,0.010115416,1.3082,1944,1486,7.150000,7.410000,7.150000,7.270000,7626020,623758976
